Business Id,Reviewer Name,Rating,Text,Time Created
-Gc5sTFxoXM3Tiv_dkSJZg,Melissa S.,5,"Lovveeee this place. Getting a reservation here is pretty hard. I believe my friend made ours about 3 weeks out so I'd suggest planning ahead.

This...",2020-10-02
-Gc5sTFxoXM3Tiv_dkSJZg,Johanna C.,5,"I ordered the Fried Calamari, and Beef Bolognese pasta during my visit. It was for my Birthday and I was happy with the service. Luckily for me the wether...",2021-02-01
5TX0X8w5ssIACU_pnBEq6g,Ky N.,5,"This place is everything. I've been going here for over a decade. Each time I'm in town, it never fails. Their portions are HUGE but worth every bite....",2021-01-31
5TX0X8w5ssIACU_pnBEq6g,Sahana K.,5,"Tony Di Napoli is my all time favorite in terms of Italian restaurants. From Miami all the way to NYC, it really doesn't get better than this. 
The service...",2020-11-30
5TX0X8w5ssIACU_pnBEq6g,Jennifer C.,5,Had the BEST dining experience here during covid. Came on a Friday night with a reservation and were lucky to be seated on the roof (definitely request this...,2020-10-28
f8ipr8Wdy1_wHhw7JgNqPQ,Yitong W.,5,"Ambiance: 5/5 
Food: 5/5
Service: 5/5
Covid-19 score: 6/5, bonus point for being dog friendly!

I'm not sure why it took me so long to visit Da Claudio, but...",2020-08-19
f8ipr8Wdy1_wHhw7JgNqPQ,Stephanie S G.,5,I'm so glad this place is still open during Covid-19 and I happened to come across it. The staff is amazing and welcoming! Hands down the best lasagna in...,2021-01-23
f8ipr8Wdy1_wHhw7JgNqPQ,Kellie O.,5,Da Claudio's is excellent every time eat-in or takeout. It has become and absolute favorite of my partner's and mine during quarantine. Owner is attentive...,2020-08-02
hpRrYBbKUqv8ewFKDjbjoA,Bryn D.,5,I am new to the neighborhood and this is a go-to safe spot. The food and service is amazing! Outdoor heating seating in the back yard is nice and spacious....,2020-11-22
hpRrYBbKUqv8ewFKDjbjoA,Willie M.,5,"Excellent outside service! Such friendly and attentive staff in an outdoor setting that made us feel very safe during covid.

Tasty pastas and north Italian...",2021-02-12
hpRrYBbKUqv8ewFKDjbjoA,Darcie S.,5,"The best meal I've had since before quarantine. 

I'm a picky Italian American who can cook and this places flavors blew my mind. There was a table full of...",2020-08-24
OAqsZMbjv66nOMqlimnYuQ,Erik B.,5,"During COVID, I really appreciate restaurants that have ample outdoor seating with staff who really treat the virus seriously. We came here with the friend...",2020-12-06
OAqsZMbjv66nOMqlimnYuQ,Toyin D.,5,"*written during COVID restrictions*

This is one ""heck Uva"" restaurant. It has to be one of the best pasta spots in NYC. I recommend this place any chance I...",2020-11-15
OAqsZMbjv66nOMqlimnYuQ,Christina S.,5,"This pasta was INSANELY delicious. Just had to get that out there. 

I came here the other day with a friend. We tried calling to make a reso but they only...",2020-11-08
xeC9vn3dxVVzAMR_aFwfXg,Johanna B.,4,"Il Brigante is still going strong after so many years from when I first became acquainted with it through my ex--2008. 
Located along the cobblestone...",2020-09-26
xeC9vn3dxVVzAMR_aFwfXg,Ofelia E.,5,"Went here way before COVID and everything was really good. Location is nice to go to after strolling around the seaport. We got the Brigante pizza, Gnocchi...",2021-01-25
xeC9vn3dxVVzAMR_aFwfXg,Mahsa T.,5,"Great traditional Italian spot. Cute outdoor dining area (during 2020 pandemic). After getting back from a trip to Governors Island, we spotted this place...",2020-12-01
b42PcC1nCP602fiXF0a9Xg,Anthony D.,5,These guys have been yummy and delicious since before Sandy hit the area and that consistency remains in these new-COVID restaurant realities.   Our early...,2020-10-13
b42PcC1nCP602fiXF0a9Xg,Sophia B.,5,"LOVE this FIDI gem of a restaurant! This place has some of my favorite Italian in the city.  The employees are all very attentive, polite, professional and...",2020-12-10
b42PcC1nCP602fiXF0a9Xg,Brad B.,5,These guys have consistently have had great food service and nice selection of wines. Lasagna delicious and seafood fresh and tasty. You won't be disappointed .,2020-10-01
ry0nAQiUn8bpNAruY_5wfw,Sabrina M.,5,"I'm so glad this restaurant is still ok through covid hell! It's a gem in greenpoint! You can't go wrong with the menu, lol it's all about the sauce! So...",2020-09-17
ry0nAQiUn8bpNAruY_5wfw,Kaylyn A.,5,"I've eaten here inside and outside during COVID-19 and couldn't be more impressed. The food is top quality, simply phenomenal. The lunch deal is killer:...",2020-12-01
ry0nAQiUn8bpNAruY_5wfw,Alyson M.,5,"Came to Scalino for dinner with family on Saturday night, sat outside due to COVID, and had an AMAZING experience. The service was great - our server Tim...",2020-09-27
V-FCEicobl5Su-R7EVJQNA,Ayushe M.,5,"OMG this is now one of my favorite places!! I've always wanted to come here in my last 8 years in the city, but I only recently decided to stop by here...",2020-12-20
V-FCEicobl5Su-R7EVJQNA,Priya A.,5,"A gem in West Village!  We discovered La Lanterna last year in December and have gone there 6 times already:-)
From the host Vittorio to other staff members...",2021-02-06
V-FCEicobl5Su-R7EVJQNA,Kamalkoli B.,5,"1. We were impressed by the very cute outdoor seating arrangement they had. Small huts made of plexiglass with heaters that could seat 4 in each. 
2. The...",2021-01-04
zwOAiVT4pAmpNGXzj-t5MA,Christina A.,5,Wow. I've been waiting to come to this restaurant since I moved to NYC 2.5 years ago and boy it did not disappoint. We did the Amex/Resy yurt dining...,2021-01-20
zwOAiVT4pAmpNGXzj-t5MA,Sydney W.,4,"eating in the street is an experience by itself, but pair that with good food and great company definitely takes everything up a notch. Getting a...",2020-11-12
zwOAiVT4pAmpNGXzj-t5MA,Tony Y.,5,I've been to Lilia now well over a dozen times including several during the pandemic. There's a reason why they're still so popular. The food is...,2020-10-30
r2nIYBSyXny1-7XvsL2PVg,Heidi C.,5,"If you want true American italian food then this place is a must. They were efficient and quick with delivery.  The food was very tasty.  
Simple and...",2021-02-13
r2nIYBSyXny1-7XvsL2PVg,Karen S.,5,"My coworker and I (who work for a NYC hospital) ordered delivery on a busy, snowy day and the food came not only on time, it was still hot when it arrived!...",2021-02-09
r2nIYBSyXny1-7XvsL2PVg,Bailey J.,5,"We ordered delivery from here after hearing some good things from our friends. The order came quick, was still perfectly hot and well packaged! 
The meal...",2020-09-11
MphfKkYFEe0BDQ6hZ0A5fA,Kay W.,5,"Great place to go for outdoor dining during covid. And the indoor aesthetics are on point for post Valentine's Day - when things open up. 
The food was...",2021-01-31
MphfKkYFEe0BDQ6hZ0A5fA,Niki B.,5,"Holy moly was this place fantastic. Let's just say that when our food was delivered, two passerby's immediately sat down to dine upon seeing the plates of...",2020-09-09
MphfKkYFEe0BDQ6hZ0A5fA,Amanda T.,5,"LOVED this restaurant!
It was outstanding in all areas, from outdoor aesthetic, safety precautions, food & service. We had a reservation and some of our...",2020-10-11
74zaTegd7fnS6llTesn_Dg,Johanna B.,5,"Bit the bullet and after a long duration of home cooked food, ordered from Fragole this evening. Well worth it--a very delicious and satisfying...",2020-05-01
74zaTegd7fnS6llTesn_Dg,Megan M.,5,"Our favorite restaurant in town! The service is fantastic, the food is delicious, and the experience is so fun! Victor and his staff make the place feel...",2020-12-13
74zaTegd7fnS6llTesn_Dg,Katie M.,5,"Yall! This place is delicious and the gnocchi is definitely the BEST I've ever had. It's so tender! 

Victor, our server, was super gregarious and brought a...",2020-07-16
1mp7uP6Kz_Zz4UClVfnjFQ,Frances O.,5,"Super easy going, friendly neighborhood gem. Great prices/ quality and service also bonus a free limoncello shot when the bill comes. Pick up and delivery...",2021-01-14
1mp7uP6Kz_Zz4UClVfnjFQ,Leslie Z.,5,One of my favorite places in Brooklyn that I've been patronizing since the pre-pandemic days. This place is near and dear to my heart. They have daily...,2020-08-02
1mp7uP6Kz_Zz4UClVfnjFQ,Bergen F.,5,"You're hungry.

You're thinking Italian.

You're thinking Italian done by Italians.

And then you're thinking, ""Where am I going to find delicious Italian...",2020-03-28
RXCCofQw1EjTcSN0ZeXfRA,Timothy D.,5,Top notch risotto. We were seated outdoors during pandemic and the one server covering all tables on a Thursday night really did a great job making sure...,2020-09-19
RXCCofQw1EjTcSN0ZeXfRA,Natalie K.,5,"The risottos here are endless! I can't believe I hadn't heard of this place awhile ago, but I had no clue such an amazing spot existed. A friend mentioned...",2020-12-16
RXCCofQw1EjTcSN0ZeXfRA,Maria B.,5,"I was thrilled when my friend told me about this magical place! You don't find many Italian restaurants in the city that specialize in just risotto, and wow...",2020-10-30
M4pCWzdBCkp2g_d834a7Hw,Mahsa N.,4,"If you're looking for a great thin crust pizza, this is it! We came to this place in the Lower East Side during COVID times and the place was great with...",2020-11-05
M4pCWzdBCkp2g_d834a7Hw,Betty M.,4,Went during Covid for dinner after work. The outdoor seating is lovely! Really yummy pizza and wine,2020-09-11
M4pCWzdBCkp2g_d834a7Hw,Andrew M.,5,"So good! Great outdoor dining experience given Covid, perfect for my friend's birthday. Pizza is great, calamari is amazing!",2021-01-30
7_hGsGEkHrjgAiYVjrCFnw,Steven K.,5,"I ate at Carbone on a Sunday evening in January 2020 (so during the COVID-19 pandemic) at the W. Broadway location (so what was Sadelle's).  Overall,  the...",2021-02-01
7_hGsGEkHrjgAiYVjrCFnw,Chris P.,4,"This is my 200th review post!! 
How awesome it is that this milestone post will be about my experience at one of hardest restaurants to get into pre-COVID....",2021-01-26
7_hGsGEkHrjgAiYVjrCFnw,Angela A.,4,This is the place everyone in NYC has to go at least once but maybe just once. Overall it was a great experience but just know you're going for the name and...,2021-01-15
5Akss-swwfyoSVeIsDBbvw,Sara P.,5,Wow. This is the best Bolognese I have ever got through delivery. It is AMAZING. I have ordered it two days in a row. Portions are large and price is very...,2021-02-02
5Akss-swwfyoSVeIsDBbvw,Jessica L.,4,"I'm so happy this spot stayed afloat during COVID! They have a pretty big outdoor setup, which was surprisingly not crowded on a Friday night. Definitely...",2020-08-26
5Akss-swwfyoSVeIsDBbvw,Christina T.,5,"I love Basta Pasta, a neighborhood gem for 30 years. Currently open for delivery and takeout, I love the crespelle con funghi - delicate pasta squares with...",2020-03-27
s5nPO911cYB2chdwqSqT9g,Lottie F.,5,"La Nonna is my fav go-to Italian in the neighbourhood.  Since Covid and the outdoor opening, they have done a really amazing job creating an outdoor dining...",2020-08-20
s5nPO911cYB2chdwqSqT9g,Paola S.,5,"Came here for a date night dinner and it was amazing. I absolutely loved the food. It was well cooked, warm, fresh, truly the best. We ordered a bottle of...",2020-08-02
s5nPO911cYB2chdwqSqT9g,Devin R.,3,"Rating Rubric 
2/2 Service
2/2 Drinks 
1/2 Appetizer 
0/2 Entree (Lasagna & Chicken Parmigiana) 
0.5/2 Dessert",2020-11-06
XHhRAKq6DArQXYhkgvwaow,Lucy B.,5,"Soooo good, maybe the best pasta I've had in NYC and even for takeout it was exceptional! Highly recommended. Tasted fresh and amazing",2020-08-31
XHhRAKq6DArQXYhkgvwaow,Sophia C.,5,Came here as a treat yourself dinner and I had time to kill in the area. My friend told me this place recently had opened and not gunna lie but the name was...,2020-12-14
XHhRAKq6DArQXYhkgvwaow,Nora D.,4,It was request by the teen we were with to have Italian so after a stroll through the museum we ended up here. They had outdoor seating. A nice specials...,2020-09-25
OwDRIugcA4LkUuTRqpJsog,Eleni A.,5,"This is our spot we when want a ""treat ourselves"" meal. The food is always fantastic, drinks consistent and the whole experience is overall great.

The...",2020-09-28
OwDRIugcA4LkUuTRqpJsog,Alison M.,5,"Oh sweet Naked Dog! Thank you for being a neighborhood favorite, a place to come home too. 

Naked Dog is such a hidden gem in Greenpoint. The food is...",2020-09-05
OwDRIugcA4LkUuTRqpJsog,Alex M.,5,"Seriously authentic, utterly delicious Italian fare nestled away in a quiet little corner of Greenpoint, BK. Excellent bar neighborhood. Our wine enthusiast...",2020-09-02
h37t9rA06Sr4EetJjKrfzw,Woolie T.,5,"Don Angie's a tried-and-true, must-visit if you're ever in town (or even if you're a local) -- reservations are almost always hard to snag, even during a...",2021-02-07
h37t9rA06Sr4EetJjKrfzw,Hayley G.,5,"Phenomenal. Must go to. Worth the hype. We snagged reservations for my birthday dinner, and the food / service / ambiance did not disappoint. We dined in...",2021-01-31
h37t9rA06Sr4EetJjKrfzw,Franny A.,5,"While a reservation is nearly impossible here in normal times, in pandemic times scoring an outdoor seat is not only possible but immensely satisfying....",2020-09-15
I2lgw_7DUnwD92ND4PN-Ow,Mickey C.,5,"This was our first meal eating at a restaurant post-pandemic. NYC is in phase 2 of reopening. We're allowed to eat outside with social distancing.

We've...",2020-06-26
I2lgw_7DUnwD92ND4PN-Ow,Ryan D.,5,"If you're in the city and you aren't eating here, you're making a mistake. Mixologists start by making you the PERFECT cocktail. Then you're served an...",2020-11-23
I2lgw_7DUnwD92ND4PN-Ow,Nimi V.,5,Loved the food here. The bruschetta has a very fresh cheese and the meat lasagne is very rich and flavourful. The outdoor seating in the little italy area...,2020-11-08
abZ-mEvF6Tj4hfyIg0lKwQ,Palveen L.,5,"This Italian restaurant just made it to my top favorites. 
Nice, cozy dining good ambience. Food was amazing . We ordered ""Burrata e pachino"" and...",2021-01-17
abZ-mEvF6Tj4hfyIg0lKwQ,Yajaira R.,5,"I really enjoyed this Italian restaurant!  Despite the whole Covid restrictions this place is a Must Go ;) the Gnocchi is absolutely delicious, and the...",2021-01-26
abZ-mEvF6Tj4hfyIg0lKwQ,Lilah M.,5,"We haven't been going out much since the pandemic hit, but decided to visit Vite on a whim last night. They did a great job with their outdoor seating. It's...",2020-09-17
raqwXUBlnc0e8c7CYmxEJQ,Laura S.,5,"TLDR the spaghetti lives up to the hype. I got a delivery order during COVID pandemic times and the food was still phenomenal.

Took advantage of the great...",2021-01-30
raqwXUBlnc0e8c7CYmxEJQ,Kevin's C.,5,"Video Review Here: https://youtu.be/CM_FImKSvk0

So, for the longest time, my two uncles would always talk about how excited they are about their...",2020-12-14
raqwXUBlnc0e8c7CYmxEJQ,Biana G.,5,"You get what you pay for is certainly accurate when it comes to the superb ambiance, cocktails and food at Scarpetta! Upscale vibe with dim lighting,...",2020-12-13
a0IET3_yCFcO36OqGSsisg,Bill S.,5,"Buongiorno!

I had to re-write my review (Before COVID-19) because of a spelling error and I couldn't edit the review. 

Eataly is a mecca for the best...",2021-01-31
a0IET3_yCFcO36OqGSsisg,Ran W.,4,"Love the neopolitan pizza from eataly! Especially the margharita pizzas, they are amazing. Heads up for delivery it can get cold quickly but nothing a quick...",2021-02-14
a0IET3_yCFcO36OqGSsisg,Cam E.,5,"Eataly gives us a lovely and luxurious taste of Italy right here in Manhattan!

During this pandemic since we are limited in our travels I decided to take a...",2020-11-20
ZVa3-O6LMxZXSpKG0J1h-w,Randy G.,5,"On a very cold night in NYC, my friend and I ordered what turned out to be, the absolute best Italian dinner delivery ever!  
Randy G",2021-02-17
ZVa3-O6LMxZXSpKG0J1h-w,Scott S.,5,"Amazing food and staff, couldn't have asked for a better experience even with the whole Covid-19 pandemic. 5 stars all day long!!",2021-02-05
ZVa3-O6LMxZXSpKG0J1h-w,Christina S.,5,"UPDATE: They are open for take-out and delivery and the food is just as amazing as dining in! There are also discounts on bottles of wine, which I highly...",2020-05-21
lwfCl81r5a0mjxDNxNGC9w,Vickie W.,5,"COVID-19 outdoor dining review: came to Il Buco for a late lunch today and had a really great experience. Bond St gets almost no car traffic, so it's nice...",2020-12-30
lwfCl81r5a0mjxDNxNGC9w,David M.,5,"As awful as lockdown has been in NYC, the move to outdoor dining is an unintended gift. The street was blocked off recently when my daughter and I visited...",2020-10-08
lwfCl81r5a0mjxDNxNGC9w,Belle L.,5,Was able to get a reservation for 2 during COVID. My friend recommended us to try out this place because he loves Italian (I unfortunately am not a huge fan...,2021-01-22
nHMDOIX32dGbfpuNUwsLNQ,Rakesh M.,5,We have eaten at Al Mar in person for a nice family dinner (went early and its kid friendly) but recently we ordered takeout due to COVID.  Really impressed...,2020-05-16
nHMDOIX32dGbfpuNUwsLNQ,Robbie R.,4,"I was initially worried about AlMar because of reading about their cash-only policy from a couple years ago, and how they now tack on an added credit card...",2020-11-27
nHMDOIX32dGbfpuNUwsLNQ,Ann L.,5,"Look no further for an amazing pasta dish, cocktail, or oversized soup when you're visiting the Dumbo area. Just around the corner from the ""it"" spot for...",2020-10-18
-hUvO0C0A-pGZdiSKvjoFw,Rachel P.,5,"Finally Babbo has reopened! We were seated upstairs, the tables are distanced and there are visible air purifiers all around. The service was impeccable,...",2020-11-30
-hUvO0C0A-pGZdiSKvjoFw,Lindsay M.,5,"Do yourself a favor and go to to Babbo, go right now. Order the bolognese and the pasta with the shaved truffles. Order that vintage bottle of wine you've...",2021-02-18
-hUvO0C0A-pGZdiSKvjoFw,Akash V.,4,We came here during restaurant week so we only had two dishes to pick from. We decided to get one of each. Both dishes were average in taste. I wish we...,2021-01-31
8qSOz7oTPUUCafsMOBBNEQ,Erin O.,5,"This place is awesome. Really amazing panini sandwiches, served cold. There are about 35-40 different sandwiches on the menu. All are enormous and enough...",2020-11-12
8qSOz7oTPUUCafsMOBBNEQ,Akriti B.,5,We had heard so much about this place so we wanted to give it a try whenever we were in the city next. We ordered 2 sandwiches for pickup through Grubhub...,2020-10-03
8qSOz7oTPUUCafsMOBBNEQ,Tim C.,5,Amazing! I miss going here for lunch before the pandemic. The New York sandwhich is amazing and the lemon pepper dressing too.,2021-02-07
tJxAlyeT5PRbUIyJ2wsv-A,Sal M.,5,"What a really cool authentic Italian restaurant.
Waiters in tuxedos , res carpet , red ceiling, tables are spaced perfectly and large plexi dividers.

Open...",2020-12-03
tJxAlyeT5PRbUIyJ2wsv-A,Charles F.,2,"As claimed by others as one of New York's best authentic Italian restaurants, I truly agree with that statement. Well, just for the food. 

Why two stars?...",2020-03-02
tJxAlyeT5PRbUIyJ2wsv-A,Frank T.,4,Bamonte's is consistently good/very good Italian food from what I was told. We were a large party of 16 tonight. Every dish was good to very good. And the...,2019-08-08
zo4JHfD2nWPUiqgsgDOaHQ,Melanie M.,5,"Got Rao's for quarantine takeout for the Taste of Rao's for two for $80. 

Knowing I will probably never have the honor of dining at Rao's we signed up for...",2020-06-03
zo4JHfD2nWPUiqgsgDOaHQ,Sharm S.,5,The toughest table in town. Now is the time to try Raos because they are offering take-out ~ this may be your only chance. Definitely have to try the...,2020-09-24
zo4JHfD2nWPUiqgsgDOaHQ,Lauren A.,5,"Ordered takeout, and thrilled to share that it lived up to the hype!! Was still nice & warm when we got home to eat it 45 min after pickup. Ordered the...",2020-12-10
LfRiA6RORToZUSJUHkZBVA,Vickie W.,4,"COVID-19 outdoor dining review: Frankies 457 has been on my list for a very long time, and I finally made it here last night for dinner. They have a pretty...",2021-01-10
LfRiA6RORToZUSJUHkZBVA,Vaughn F.,5,"Friend visiting from out West said he wanted Italian, Frankies immediately came to mind. We didn't have a reservation but the hostess managed to seat us at...",2020-08-27
LfRiA6RORToZUSJUHkZBVA,Nicole W.,4,"Frankies 457 Spuntino was an excellent spot for lunch in Brooklyn. They have a great outdoor space which felt safe and comfortable during COVID-19.

My Mom...",2020-08-22
bdKc4CSJPv-XLgxVwrtPrg,Ross G.,5,I should start out by saying I was at Forlini's two times in one week!  I guess that says something!!  As a native New Yorker I'm embarrassed to say I had...,2020-09-02
bdKc4CSJPv-XLgxVwrtPrg,Deana B.,5,If you're looking for some old school Italian vibes with great food and strong drinks - this is your place! I came here with my parents and fiancé on a...,2020-02-29
bdKc4CSJPv-XLgxVwrtPrg,Adjanie T.,4,"Great Restaurant!

  My boss recommended this restaurant. I made a reservation but you don't need one. It was Friday at 8:00 pm and it was full but it was a...",2019-11-30
rJJiGJx3kfMAxtD7P7okHQ,Angela J.,4,"Just popped into Celeste on a cool weekend night. Good spritz on HH. Pizza was fresh and also on HH, Just the margarita. 

Ask for the specials, definitely...",2020-08-30
rJJiGJx3kfMAxtD7P7okHQ,Raya K.,4,"Adding my vote for the shrimp, cabbage, and pecorino pasta! Delivery was fast and prompt, and the pasta was still warm. I've not been to this location in...",2020-09-05
rJJiGJx3kfMAxtD7P7okHQ,Angel X.,5,"Had a wonderful meal here and would highly recommend getting pizza with your meal 

The night we came in for dinner, we went straight for the good stuff....",2021-01-24
aSprnLY-6GkMk1cuv0TMeA,Giovanna P.,5,"This review is for an order delivered during COVID-19 times, so while I can't comment on the restaurant itself I'll just talk about the food. First of all,...",2020-05-09
aSprnLY-6GkMk1cuv0TMeA,Eden J.,5,Ordered for delivery for an anniversary dinner and everything was delicious + good portions! The squash tortelli was our favorite but the tagliatelle al...,2020-12-08
aSprnLY-6GkMk1cuv0TMeA,Karen B.,4,"Very solid meals. Pastas very al dente. Seems house made. Loved the Gnocchi. Ordered right after another Italian restaurant in Brooklyn, but the pasta was...",2020-09-30
